Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type,Bar.Price
Luker,Santander,552,2010,77,Colombia,3.5,Colombia,,0.91
Luker,Misterio,552,2010,67,Colombia,3,"Colombia, Ecuador",,0.91
Luker,Selva,552,2010,62,Colombia,2.75,"Colombia, Ecuador",,
Luker,Macondo,552,2010,75,Colombia,3,"Colombia, Ecuador",,0.71
Machu Picchu Trading Co.,Peru,552,2010,74,Peru,2.25,Peru,,0.91
Machu Picchu Trading Co.,Peru,721,2011,83,Peru,1.5,Peru,,
Madecasse (Cinagra),Madagascar,284,2008,59,Madagascar,3.75,Madagascar,,0.91
Madecasse (Cinagra),Madagascar,284,2008,65,Madagascar,3.5,Madagascar,,0.91
Madecasse (Cinagra),Madagascar,288,2008,55,Madagascar,3.5,Madagascar,Trinitario,0.91
Madecasse (Cinagra),Madagascar,284,2008,83,Madagascar,4,Madagascar,Trinitario,0.71
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,85,U.S.A.,2.75,Mexico,,0.91
Madre,"Criollo, Hawaii",995,2012,75,U.S.A.,3.25,Hawaii,,0.91
Madre,Puerto Rico,1085,2013,85,U.S.A.,2.75,Puerto Rico,,0.91
Madre,"Hamakua Coast, Kokoleka",991,2012,75,U.S.A.,3.25,Hawaii,,0.71
Madre,"Chiapas, Triple Cacao",607,2010,75,U.S.A.,2.75,Mexico,,0.71
Madre,Brazil,1085,2013,75,U.S.A.,3.5,Brazil,,0.71
Madre,Kaua'i,995,2012,61,U.S.A.,3.5,Hawaii,,0.81
Madre,Upala,693,2011,65,U.S.A.,2.75,Costa Rica,,0.91
Madre,Dominican,672,2011,79,U.S.A.,2.5,Dominican Republic,,0.91
Madre,"Choobua, Kona",1089,2013,56,U.S.A.,2.75,Hawaii,,1.2
Maglio,Ecuador,308,2008,80,Italy,3,Ecuador,,0.91
Maglio,Africa,300,2008,55,Italy,2,Tanzania,,0.91
Maglio,Santo Domingo,308,2008,56,Italy,3.75,Dominican Republic,,0.71
Maglio,Cuba,308,2008,54,Italy,3.25,Cuba,Criollo,0.91
Majani,Ecuador,531,2010,70,Italy,2,Ecuador,,0.81
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,76,Madagascar,3.5,Madagascar,Trinitario,1.2
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,57,Madagascar,2.75,Madagascar,Trinitario,1.3
Malagos,"Davao, Mt. Talamo foothills",1121,2013,73,Philippines,3.5,Philippines,Trinitario,0.81
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,83,U.S.A.,2.75,Hawaii,,0.91
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,79,U.S.A.,3.5,Hawaii,,0.81
Malmo,Chuao,1856,2016,53,Sweden,3,Venezuela,,0.81
Mana,Venezuela,1219,2014,65,U.S.A.,2.75,Venezuela,,0.71
Mana,Ecuador,1446,2015,69,U.S.A.,2.5,Ecuador,,0.71
Mana,Peru,1219,2014,77,U.S.A.,2.5,Peru,,0.81
Mana,Conacado,821,2012,64,U.S.A.,3.75,Dominican Republic,,1.3
Manifesto Cacao,Colombia,1331,2014,63,Colombia,2.75,Colombia,,0.91
Manoa,Piura,1007,2012,71,U.S.A.,3,Peru,,0.91
Manoa,Coto Brus,1522,2015,56,U.S.A.,3.75,Costa Rica,,1.1
Manoa,"Waiahole, O'ahu",1089,2013,75,U.S.A.,3.75,Hawaii,,0.71
Manoa,Markham Valley,1522,2015,54,U.S.A.,3.5,Papua New Guinea,,0.71
Manufaktura Czekolady,Kolumbia,1279,2014,85,Poland,3.5,Colombia,,0.81
Manufaktura Czekolady,Porcelana,1255,2014,56,Poland,3.75,Venezuela,,0.81
Manufaktura Czekolady,Grand Cru Ghana,871,2012,74,Poland,3.5,Ghana,,0.81
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,55,Poland,3.25,Ecuador,,0.81
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,83,Poland,3.25,Dominican Republic,,0.71
Manufaktura Czekolady,Johe,1844,2016,65,Poland,3.75,Nicaragua,,0.91
Manufaktura Czekolady,Peru,1848,2016,76,Poland,3.5,Peru,,0.71
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,69,U.S.A.,3.5,Nicaragua,,0.81
Map Chocolate,"Maranon, 2014",1474,2015,78,U.S.A.,3.5,Peru,,0.81
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,63,U.S.A.,2.75,Trinidad,,0.71
Map Chocolate,"ROIG, 2014",1474,2015,84,U.S.A.,3.5,Dominican Republic,,0.71
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,60,U.S.A.,3.5,Peru,,0.71
Map Chocolate,Le Chocolat Chaud,1634,2015,72,U.S.A.,3.5,Honduras,,0.71
Map Chocolate,Colombia,1610,2015,73,U.S.A.,2.75,Colombia,,
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,74,U.S.A.,3,Tanzania,,
Map Chocolate,Ecuador,1478,2015,55,U.S.A.,3.5,Ecuador,Trinitario,0.71
Marigold's Finest,Cacao Nib Crunch,1808,2016,77,Canada,3.25,,,0.71
Marou,"Dak Lak, Batch 2451",1650,2015,85,Vietnam,3.75,Vietnam,,0.81
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,52,Vietnam,3.25,Vietnam,,0.81
Marou,Dong Nai,845,2012,58,Vietnam,3.5,Vietnam,Trinitario,0.71
Marou,Lam Dong,955,2012,56,Vietnam,3.5,Vietnam,Trinitario,0.91
Marou,Ba Ria,845,2012,63,Vietnam,3.5,Vietnam,,0.71
Marou,"Tien Giang, Gao Co-op",845,2012,60,Vietnam,3.5,Vietnam,,0.71
Marou,Ben Tre,849,2012,81,Vietnam,3.5,Vietnam,,0.91
Marou,Tien Giang,895,2012,55,Vietnam,3,Vietnam,,0.81
Marou,Ben Tre,1650,2015,53,Vietnam,3.5,Vietnam,,0.91
Marou,"Tan Phu Dong, Treasure Island",1149,2013,74,Vietnam,3.5,Vietnam,Trinitario,0.91
Mars,Ivory Coast,544,2010,71,U.S.A.,3,Ivory Coast,,0.81
Mars,"Matina 1-6, prototype",537,2010,80,U.S.A.,3,Costa Rica,,0.71
Mars,"Ghana, prototype",544,2010,69,U.S.A.,3.5,Ghana,Forastero,0.91
Mars,Nigeria,544,2010,55,U.S.A.,3.25,Nigeria,,0.71
Marsatta,Dominican Republic,1189,2013,81,U.S.A.,2.25,Dominican Republic,,0.81
Marsatta,Dominican Republic,1189,2013,56,U.S.A.,2.5,Dominican Republic,,0.81
Martin Mayer,Pisa,1836,2016,66,Austria,3,Haiti,,0.81
Martin Mayer,Tumaco,1836,2016,84,Austria,3.25,Colombia,,1.3
Martin Mayer,Alto Beni,1836,2016,73,Austria,2.75,Bolivia,,1.1
Mast Brothers,"Chuao, Med. Roast",701,2011,57,U.S.A.,3,Venezuela,,0.81
Mast Brothers,Shake Shack,959,2012,57,U.S.A.,3.5,"Peru, Mad., Dom. Rep.",Blend,0.71
Mast Brothers,"Chuao, Light Roast",713,2011,82,U.S.A.,2.75,Venezuela,Trinitario,0.81
Mast Brothers,Brooklyn Blend,672,2011,85,U.S.A.,3.5,,,0.71
Mast Brothers,Patanemo,572,2010,82,U.S.A.,2.75,Venezuela,Criollo,0.91
Mast Brothers,Papua New Guinea,777,2011,66,U.S.A.,2.75,Papua New Guinea,,0.81
Mast Brothers,Tanzania,1450,2015,85,U.S.A.,3.25,Tanzania,,0.91
Mast Brothers,Moho River,773,2011,56,U.S.A.,3.5,Belize,,0.71
Mast Brothers,French Laundry 20th Anniversary,1359,2014,76,U.S.A.,3.75,"Peru, Belize",,0.91
Mast Brothers,Madagascar,999,2012,72,U.S.A.,2.5,Madagascar,,0.81
Mast Brothers,Chuao,999,2012,66,U.S.A.,2.75,Venezuela,,0.91
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,73,U.S.A.,3.75,Dominican Republic,,0.71
Mast Brothers,"Dominican Republic, Coop",572,2010,78,U.S.A.,3.25,Dominican Republic,,0.71
Mast Brothers,San Martin,777,2011,84,U.S.A.,3,Peru,,1.3
Mast Brothers,Ocumare de la Costa,572,2010,53,U.S.A.,3,Venezuela,,1.3
Mast Brothers,Guatemala,1450,2015,68,U.S.A.,3,Guatemala,,0.71
Mast Brothers,Conacado,777,2011,66,U.S.A.,3.25,Dominican Republic,,0.81
Mast Brothers,"Chuao, Dark Roast",709,2011,61,U.S.A.,3,Venezuela,Trinitario,0.91
Matale,"Malekula P., 2013",1177,2013,79,Australia,3.5,Vanuatu,Trinitario,0.91
Matale,"Somia, 2013",1177,2013,66,Australia,4,Madagascar,Trinitario,0.71
Matale,"Kulili P., 2013",1177,2013,80,Australia,4,Papua New Guinea,Trinitario,0.91
Matale,Blend,1181,2013,69,Australia,3.75,"PNG, Vanuatu, Mad",Trinitario,0.81
Maverick,Elvesia,1367,2014,80,U.S.A.,3.25,Dominican Republic,,0.71
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,80,U.S.A.,3.5,Peru,,0.91
Maverick,Tumbes,1430,2014,81,U.S.A.,3.25,Peru,Criollo,0.91
Maverick,Maya Mountain,1367,2014,72,U.S.A.,3.25,Belize,Trinitario,
Mayacama,Hispaniola,1728,2016,52,U.S.A.,3,Domincan Republic,,0.71
Meadowlands,Belize,1287,2014,71,U.S.A.,3,Belize,,0.71
Meadowlands,Venezuela,1287,2014,77,U.S.A.,2.75,Venezuela,,0.91
Meadowlands,Dominican Republic,1291,2014,68,U.S.A.,3.5,Dominican Republic,,0.81
Meadowlands,"Nicaragua, w/ inbs",1291,2014,53,U.S.A.,3,Nicaragua,,0.71
Meadowlands,Bolivia,1287,2014,83,U.S.A.,2.5,Bolivia,,1.2
Menakao (aka Cinagra),Madagascar,837,2012,57,Madagascar,2.5,Madagascar,,0.81
Menakao (aka Cinagra),Madagascar,841,2012,59,Madagascar,2.5,Madagascar,Trinitario,0.91
Mesocacao,El Salvador,1494,2015,60,Honduras,3,El Salvador,,0.91
Mesocacao,El Salvador,1494,2015,80,Honduras,2.75,El Salvador,,0.91
Mesocacao,Honduras,1347,2014,55,Honduras,3.5,Honduras,,0.91
Mesocacao,"La Tronca, Matagalpa",1351,2014,74,Honduras,3.25,Nicaragua,,0.91
Mesocacao,Honduras,1347,2014,51,Honduras,3.25,Honduras,,0.81
Mesocacao,"La Tronca, Matagalpa",1351,2014,61,Honduras,3.5,Nicaragua,,0.71
Metiisto,Akesson Estate,1267,2014,66,Sweden,3.5,Madagascar,,0.91
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,54,Sweden,3,Brazil,,0.81
Metropolitan,South America,1688,2015,52,Amsterdam,3.5,South America,Trinitario,0.91
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,52,France,3.5,Venezuela,Trinitario,0.91
Michel Cluizel,Noir Infini,81,2006,73,France,2,France,,0.91
Michel Cluizel,Carre Amer,24,2006,84,France,2,,,0.91
Michel Cluizel,Carre Grand Noir,24,2006,50,France,2,,,0.71
Michel Cluizel,Vila Gracinda,135,2007,72,France,3.5,Sao Tome,,0.81
Michel Cluizel,Mangaro P.,24,2006,53,France,4,Madagascar,,0.91
Michel Cluizel,Los Ancones P.,24,2006,65,France,4,Dominican Republic,,0.81
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,50,France,3.75,Mexico,,0.81
Michel Cluizel,Maralumi P.,24,2006,58,France,4,Papua New Guinea,,
Michel Cluizel,Tamarina,24,2006,64,France,3,Sao Tome,Forastero,0.71
Middlebury,Kokoa Kamili,1538,2015,50,U.S.A.,3.25,Tanzania,,0.91
Middlebury,Houseblend,887,2012,55,U.S.A.,1.5,,,0.81
Middlebury,"Balinese, Java",887,2012,58,U.S.A.,2.5,Indonesia,Criollo,0.81
Middlebury,La Red,1117,2013,61,U.S.A.,2.5,Dominican Republic,,0.91
Middlebury,San Juan Estate,1490,2015,73,U.S.A.,3.5,Trinidad,,0.71
Middlebury,Maya Mountain,1490,2015,85,U.S.A.,3.5,Belize,,0.91
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,74,U.S.A.,3.75,Venezuela,,0.91
Middlebury,Oko Caribe,1490,2015,51,U.S.A.,3.75,Dominican Republic,,0.81
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70,U.S.A.,3.5,Nicaragua,,0.91
Middlebury,Belize,1117,2013,73,U.S.A.,3.25,Belize,Trinitario,1.2
Middlebury,Alto Beni,887,2012,54,U.S.A.,2,Bolivia,Criollo,0.71
Millcreek Cacao Roasters,Ecuador,1073,2013,65,U.S.A.,2.5,Ecuador,,0.71
Millcreek Cacao Roasters,Ecuador,825,2012,80,U.S.A.,3.5,Ecuador,,0.91
Mindo,Ecuador,607,2010,55,U.S.A.,2.75,Ecuador,,0.81
Mindo,Ecuador,607,2010,82,U.S.A.,2.75,Ecuador,,0.81
Mission,"Bahia, Fazenda Venturosa",1626,2015,77,Brazil,3.5,Brazil,Forastero (Parazinho),0.71
Mita,Tumaco,955,2012,71,Colombia,2.5,Colombia,,0.71
Moho,"Umoho R., Toledo District, San Felipe",607,2010,60,U.S.A.,2.75,Belize,,0.91
Moho,"Toledo District, w/ nibs",1026,2013,60,U.S.A.,3.25,Belize,Trinitario,
Moho,Toledo District,1030,2013,67,U.S.A.,3,Belize,Trinitario,1.3
Molucca,Indonesia,1618,2015,85,U.S.A.,2.75,Indonesia,,0.81
Molucca,La Red,1614,2015,78,U.S.A.,3,Domincan Republic,,0.71
Molucca,Peru,1618,2015,76,U.S.A.,3.25,Peru,,0.91
Momotombo,Matagalpa,661,2011,62,Nicaragua,2.75,Nicaragua,,0.71
Momotombo,Oscuro,772,2011,54,Nicaragua,3.25,Nicaragua,,0.71
Momotombo,Mombacho,661,2011,65,Nicaragua,2.75,Nicaragua,,
Monarque,Oko Caribe,1812,2016,58,Canada,3.5,Dominican Republic,,0.81
Monsieur Truffe,Papaua New Guinea,1391,2014,64,Australia,3.25,Papua New Guinea,,
Montecristi,Manabi,1658,2015,84,Ecuador,3.5,Ecuador,,0.91
Montecristi,Manabi,1654,2015,62,Ecuador,3.25,Ecuador,,0.91
Montecristi,Manabi,1654,2015,81,Ecuador,3.5,Ecuador,,0.81
Muchomas (Mesocacao),Nicaragua,1462,2015,55,U.S.A.,3.5,Nicaragua,,0.81
Muchomas (Mesocacao),Nicaragua,1462,2015,75,U.S.A.,3.5,Nicaragua,,0.71
Na•À_ve,Barinas,1399,2014,63,Lithuania,3,Venezuela,,0.71
Na•À_ve,Nicaragua,1379,2014,64,Lithuania,3.25,Nicaragua,,0.81
Nahua,"Costa Rica, Oscuro",1049,2013,55,Costa Rica,2.5,Costa Rica,,0.81
Nahua,"Costa Rica, Oscuro",1049,2013,50,Costa Rica,3,Costa Rica,,0.81
Naive,Trinidad & Tobago,1046,2013,85,Lithuania,3.75,"Trinidad, Tobago",,0.71
Naive,Chuao,1399,2014,71,Lithuania,2.75,Venezuela,,0.81
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,51,Lithuania,3.75,Peru,Forastero (Nacional),0.71
Naive,Grenada,867,2012,64,Lithuania,2.5,Grenada,Trinitario,0.91
Nanea,Criollo Blend,1007,2013,53,U.S.A.,3.5,Hawaii,,0.81
Nathan Miller,Peru,1403,2014,69,U.S.A.,2.25,Peru,,0.91
Nathan Miller,Ghana,1403,2014,63,U.S.A.,3.5,Ghana,,0.71
Nathan Miller,Madagascar,1403,2014,66,U.S.A.,2.5,Madagascar,Trinitario,0.71
Nathan Miller,Hispaniola,1403,2014,77,U.S.A.,2.5,Dominican Republic,,0.71
Neuhaus (Callebaut),Sao Tome,15,2006,60,Belgium,2.75,Sao Tome,,0.71
Neuhaus (Callebaut),Ocumare,24,2006,51,Belgium,3,Venezuela,,0.71
Neuhaus (Callebaut),West Africa,15,2006,66,Belgium,2,West Africa,,0.71
Neuhaus (Callebaut),Papua New Guinea,531,2010,51,Belgium,2.5,Papua New Guinea,,0.91
Neuhaus (Callebaut),Manickchand Estate,230,2008,64,Belgium,3.75,Trinidad,,0.71
Neuhaus (Callebaut),Dark,135,2007,72,Belgium,1,,,
Nibble,Patanemo,1526,2015,71,U.S.A.,2.25,Venezuela,Criollo,0.81
Nibble,Tumbes,1526,2015,75,U.S.A.,3,Peru,,0.81
Nibble,"Ambanja, Sambirano Valley",1526,2015,84,U.S.A.,3,Madagascar,,0.91
Nibble,Elvesia P.,1526,2015,70,U.S.A.,2.75,Dominican Republic,Trinitario,0.81
Night Owl,Ecuador,1022,2013,61,U.S.A.,3.5,Ecuador,,0.91
Night Owl,Peru,1022,2013,83,U.S.A.,2.75,Peru,,0.71
Noble Bean aka Jerjobo,Moho Valley,1299,2014,56,U.S.A.,3,Belize,Trinitario,0.71
Noble Bean aka Jerjobo,Ghana,1295,2014,81,U.S.A.,3,Ghana,,0.71
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,74,U.S.A.,3.25,Peru,Forastero (Nacional),0.91
Noir d' Ebine,Ecuador,841,2012,58,U.S.A.,3,Ecuador,,0.91
Noir d' Ebine,Venezuela,837,2012,81,U.S.A.,3,Venezuela,,0.91
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,55,Niacragua,2.75,Nicaragua,,0.71
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,77,Nicaragua,3.25,Ecuador,,0.71
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,58,Nicaragua,3,Nicaragua,,0.81
Nuance,La Red,1470,2015,65,U.S.A.,3.75,Dominican Republic,,0.81
Nuance,"Sambirano Valley, 2012",1458,2015,79,U.S.A.,3.5,Madagascar,,0.71
Nuance,"Canoabo, 2013",1458,2015,69,U.S.A.,3,Venezuela,Criollo,0.71
Nuance,"Ecuador, 2013",1458,2015,74,U.S.A.,2.75,Ecuador,Trinitario,
Nuance,"Ghana, 2013",1454,2015,51,U.S.A.,3.75,Ghana,Forastero,
Oakland Chocolate Co.,Jamaica,478,2010,54,U.S.A.,2.5,Jamaica,,0.71
Obolo,Pangoa,1638,2015,73,Chile,3.75,Peru,,0.91
Obolo,"Pangoa, w/ nibs",1638,2015,60,Chile,3.75,Peru,,0.91
Ocelot,Piura,1558,2015,72,Scotland,4,Peru,Criollo,0.81
Ocelot,Virunga,1558,2015,62,Scotland,3.75,Congo,,0.81
Ocho,"PNG, Revolution",1411,2014,69,New Zealand,3,Papua New Guinea,,0.91
Ocho,"PNG, Devotion",1411,2014,85,New Zealand,2.75,Papua New Guinea,,0.71
Ocho,Sang Yum Coop,1760,2016,82,New Zealand,2.75,Samoa,,0.91
Ocho,"PNG, Nib Bar",1411,2014,70,New Zealand,3.5,Papua New Guinea,,0.91
Ocho,Sang Yum Coop,1760,2016,50,New Zealand,3.5,Samoa,,0.91
Ocho,"PNG, Voodoo",1411,2014,67,New Zealand,3.25,Papua New Guinea,,0.91
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,53,U.S.A.,2.75,Trinidad,,0.81
Ohiyo,Tanzania,1598,2015,73,U.S.A.,3,Tanzania,,0.91
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,75,Germany,3.5,Bolivia,Criollo,0.81
Olive and Sinclair,Ghana prototype,486,2010,61,U.S.A.,3,Ghana,Forastero,0.81
Olive and Sinclair,Dark 75,457,2009,76,U.S.A.,3,"Ghana, Domin. Rep",,0.71
Olive and Sinclair,Dark 67,457,2009,69,U.S.A.,2.75,"Ghana, Domin. Rep",,0.71
Olive and Sinclair,Dominican Republic prototype,486,2010,53,U.S.A.,3,Dominican Republic,,1.1
Olivia,Carribean,688,2011,74,Canada,2.75,Carribean,,0.81
Olivia,Carribean-Raw,688,2011,80,Canada,2,Carribean,,0.81
Olivia,Carribean-Raw,688,2011,81,Canada,3,Carribean,,0.71
Olivia,Carribean,688,2011,68,Canada,2.75,Carribean,,0.71
Omanhene,Ghana,693,2011,65,Ghana,2.75,Ghana,Forastero,1.1
Omnom,Papua New Guinea,1247,2014,81,Iceland,3,Papua New Guinea,,0.81
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,66,Iceland,3.75,Tanzania,Trinitario,0.91
Omnom,Madagascar,1247,2014,68,Iceland,3.5,Madagascar,,0.81
organicfair,Mindo,1165,2013,62,Canada,3,Ecuador,,0.71
organicfair,La Red,1165,2013,53,Canada,2.75,Dominican Republic,,0.91
organicfair,Caribe,1165,2013,50,Canada,3,Dominican Republic,,0.91
organicfair,Maya Mountain,1161,2013,64,Canada,2.75,Belize,Trinitario,0.91
organicfair,Nicaraqua,1165,2013,61,Canada,2.75,Nicaragua,Trinitario,0.71
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,84,Switzerland,3,Peru,,0.71
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,77,Switzerland,3.75,Bolivia,,0.81
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,74,Switzerland,3.25,Bolivia,,0.81
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80,Switzerland,3.25,,,0.81
Original Beans (Felchlin),Papua Kerafat,1438,2014,78,Switzerland,2.75,Papua New Guinea,,0.71
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,50,Switzerland,3,Congo,Forastero,0.81
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,59,U.S.A.,3,Hawaii,,0.71
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,59,U.S.A.,3,Hawaii,,0.71
Orquidea,Peru,859,2012,77,Peru,3,Peru,,0.81
Orquidea,Peru,859,2012,64,Peru,3,Peru,,0.91
Pacari,"Ecuador, raw",817,2012,58,Ecuador,2.75,Ecuador,,0.91
Pacari,Montubia,1415,2014,75,Ecuador,3.75,Ecuador,,0.81
Pacari,Manabi,224,2008,55,Ecuador,2.75,Ecuador,,0.91
Pacari,Raw,266,2008,74,Ecuador,3.5,Ecuador,,0.91
Pacari,Cumbia,1415,2014,75,Ecuador,3.5,Ecuador,,0.81
Pacari,Esmeraldas,224,2008,67,Ecuador,2.5,Ecuador,,0.71
Pacari,Tangara,1415,2014,76,Ecuador,4,Ecuador,,0.71
Pacari,Los Rios,224,2008,70,Ecuador,3,Ecuador,,0.71
Pacari,Nube- prototype,721,2011,81,Ecuador,3.5,Ecuador,,0.71
Pacari,Raw,266,2008,62,Ecuador,2,Ecuador,,0.81
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,68,Ecuador,4,Colombia,,0.91
Pacari,Piura,863,2012,64,Ecuador,4,Peru,,1.3
Pacari,Garaua,1415,2014,74,Ecuador,3.25,Ecuador,,1.2
Palette de Bine,Maya Mtn,1720,2016,68,Canada,3,Belize,,0.81
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,50,Canada,3.25,Trinidad,,0.71
Palette de Bine,Lachua,1720,2016,66,Canada,2.75,Guatemala,,0.71
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,85,Canada,2.75,Bolivia,,0.71
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,71,Canada,3.5,"Trinidad, Ecuador",,0.81
Palette de Bine,Lam Dong,1574,2015,76,Canada,3.75,Vietnam,Trinitario,0.81
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,79,Canada,3.25,Bolivia,,0.81
Palette de Bine,Sambirano,1239,2014,75,Canada,3.75,Madagascar,Trinitario,0.91
Palette de Bine,Kokoa Kamili,1574,2015,52,Canada,3.5,Tanzania,,1.1
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,78,Canada,2.75,Ecuador,,0.81
Palette de Bine,Gran Couva,1399,2014,77,Canada,3.75,Trinidad,Trinitario,0.71
Pangea,Matasawalevu,1860,2016,59,Spain,3,Fiji,,0.81
Park 75,South America,1363,2014,79,U.S.A.,3.5,South America,,0.71
Parliament,"Lachua, Q'egchi families",1542,2015,59,U.S.A.,3.5,Guatemala,,0.71
Parliament,Kilombero Valley,1856,2016,76,U.S.A.,3.25,Tanzania,,0.91
Parliament,Alto Beni,1251,2014,84,U.S.A.,3,Bolivia,,1.1
Parliament,Oko Caribe,1255,2014,66,U.S.A.,3.5,Dominican Republic,,0.71
Pascha,Peru,1137,2013,74,Peru,2.75,Peru,,0.71
Pascha,Peru,1137,2013,57,Peru,2.5,Peru,,0.81
Patric,Signature Blend,636,2011,57,U.S.A.,3.75,,,0.71
Patric,"Rio Caribe, Paria Penninsula",439,2009,72,U.S.A.,3.5,Venezuela,Trinitario,0.91
Patric,Madagascar,439,2009,76,U.S.A.,3.5,Madagascar,,0.71
Patric,Madagascar,196,2007,81,U.S.A.,4,Madagascar,,0.91
Patric,"Piura, Choc. Garage Exclusive",1034,2013,57,U.S.A.,4,Peru,,0.91
Patric,Madagascar,331,2009,58,U.S.A.,4,Madagascar,Trinitario,1.2
Paul Young,"Madagascar, w/ shell",1271,2014,56,U.K.,2.25,Madagascar,Trinitario,0.91
Paul Young,"Madagascar, w/ shell",1271,2014,63,U.K.,2.75,Madagascar,Trinitario,
Peppalo,Dominican Republic,1454,2015,59,U.S.A.,3,Dominican Republic,,0.81
Pierre Marcolini,"Baracoa, Cuba",516,2010,77,Belgium,3.75,Cuba,,0.91
Pierre Marcolini,Chuao,478,2010,71,Belgium,3,Venezuela,,0.71
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,62,Belgium,3.25,Cameroon,,0.91
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,80,Belgium,3,Mexico,,0.71
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,80,Belgium,4,Madagascar,Trinitario,0.81
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,74,Belgium,3,Peru,Criollo,0.71
Pierre Marcolini,Fleur de Cacao,166,2007,53,Belgium,3.5,Venezuela/ Ghana,Blend,0.71
Pierre Marcolini,Trinite,478,2010,63,Belgium,3.25,Trinidad,Trinitario,1.3
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,80,Belgium,3.75,Ecuador,Forastero (Nacional),1.3
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,65,Belgium,4,Venezuela,Criollo,1.1
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,58,Belgium,3,Brazil,Forastero,0.91
Pierre Marcolini,Cabosse,111,2007,53,Belgium,4,"Venezuela, Java",Blend,0.81
Pierre Marcolini,"Kendem Lembu, Java",93,2006,76,Belgium,3,Indonesia,Criollo,0.91
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,68,Belgium,4,Mexico,Criollo,0.71
Pinellas,Wampusirpi Region,1772,2016,83,U.S.A.,2.5,Honduras,,0.81
Pitch Dark,Chuno,1510,2015,58,U.S.A.,2.75,Nicaragua,,0.81
Pitch Dark,Akesson Estate,1311,2014,62,U.S.A.,3.25,Madagascar,,0.81
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,56,U.S.A.,3.25,Ecuador,,0.91
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,83,U.S.A.,3.5,Ecuador,,0.81
Pitch Dark,Namau Village,1315,2014,57,U.S.A.,2.5,Fiji,,0.91
Pitch Dark,Nicalizo,1510,2015,62,U.S.A.,2.75,Nicaragua,Trinitario,0.71
Pitch Dark,Johe,1506,2015,81,U.S.A.,2.75,Nicaragua,,1.2
Pitch Dark,Tenor,1506,2015,66,U.S.A.,2.5,Nicaragua,,1.3
